Province,Cases,Deaths,Recoveries,Active Cases,Tests,Date
#adm1+name,#affected+infected+cases,#affected+infected+deaths,#affected+infected+recoveries,#affected+infected+active,,#date
Faryab Province,3,0,0,,,2020-04-08
Ghazni Province,3,0,0,,,2020-04-08
Ghor Province,3,0,0,,,2020-04-08
Herat Province,259,4,5,,,2020-04-08
Kabul Province,71,2,0,,,2020-04-08
Kandahar Province,23,0,0,,,2020-04-08
Kapisa Province,2,0,0,,,2020-04-08
Kunduz Province,3,0,0,,,2020-04-08
Logar Province,4,0,0,,,2020-04-08
Nangarhar Province,4,0,0,,,2020-04-08
Nimruz Province,9,0,0,,,2020-04-08
Paktia Province,4,0,0,,,2020-04-08
Samangan Province,8,0,0,,,2020-04-08
Sar-e Pol Province,1,0,0,,,2020-04-08
Takhar Province,1,0,0,,,2020-04-08
Zabul Province,3,0,0,,,2020-04-08
Badakhshan Province,1,0,0,,,2020-04-07
Badghis Province,1,0,0,,,2020-04-07
Baghlan Province,1,0,0,,,2020-04-07
Balkh Province,11,1,1,,,2020-04-07
Daykundi Province,4,0,0,,,2020-04-07
Farah Province,6,0,0,,,2020-04-07
Faryab Province,3,0,0,,,2020-04-07
Ghazni Province,3,0,0,,,2020-04-07
Ghor Province,3,0,0,,,2020-04-07
Herat Province,259,4,5,,,2020-04-07
Kabul Province,71,1,0,,,2020-04-07
Kandahar Province,21,0,0,,,2020-04-07
Kapisa Province,2,0,0,,,2020-04-07
Kunduz Province,3,0,0,,,2020-04-07
Logar Province,4,0,0,,,2020-04-07
Nangarhar Province,4,0,0,,,2020-04-07
Nimruz Province,9,0,0,,,2020-04-07
Paktia Province,4,0,0,,,2020-04-07
Samangan Province,8,0,0,,,2020-04-07
Sar-e Pol Province,1,0,0,,,2020-04-07
Takhar Province,1,0,0,,,2020-04-07
Zabul Province,3,0,0,,,2020-04-07
Badakhshan Province,1,0,0,,,2020-04-06
Badghis Province,1,0,0,,,2020-04-06
Baghlan Province,1,0,0,,,2020-04-06
Balkh Province,6,1,1,,,2020-04-06
Daykundi Province,4,0,0,,,2020-04-06
Farah Province,6,0,0,,,2020-04-06
Faryab Province,3,0,0,,,2020-04-06
Ghazni Province,3,0,0,,,2020-04-06
Ghor Province,3,0,0,,,2020-04-06
Herat Province,232,4,5,,,2020-04-06
Kabul Province,59,0,0,,,2020-04-06
Kandahar Province,11,0,0,,,2020-04-06
Kapisa Province,2,0,0,,,2020-04-06
Kunduz Province,3,0,0,,,2020-04-06
Logar Province,4,0,0,,,2020-04-06
Nangarhar Province,2,0,0,,,2020-04-06
Nimruz Province,9,0,0,,,2020-04-06
Paktia Province,4,0,0,,,2020-04-06
Samangan Province,8,0,0,,,2020-04-06
Sar-e Pol Province,1,0,0,,,2020-04-06
Takhar Province,1,0,0,,,2020-04-06
Zabul Province,3,0,0,,,2020-04-06
Badakhshan Province,1,0,0,,,2020-04-05
Badghis Province,1,0,0,,,2020-04-05
Baghlan Province,1,0,0,,,2020-04-05
Balkh Province,6,1,1,,,2020-04-05
Daykundi Province,4,0,0,,,2020-04-05
Farah Province,6,0,0,,,2020-04-05
Faryab Province,3,0,0,,,2020-04-05
Ghazni Province,3,0,0,,,2020-04-05
Ghor Province,3,0,0,,,2020-04-05
Herat Province,232,4,5,,,2020-04-05
Kabul Province,59,0,0,,,2020-04-05
Kandahar Province,11,0,0,,,2020-04-05
Kapisa Province,2,0,0,,,2020-04-05
Kunduz Province,3,0,0,,,2020-04-05
Logar Province,4,0,0,,,2020-04-05
Nangarhar Province,2,0,0,,,2020-04-05
Nimruz Province,9,0,0,,,2020-04-05
Paktia Province,4,0,0,,,2020-04-05
Samangan Province,8,0,0,,,2020-04-05
Sar-e Pol Province,1,0,0,,,2020-04-05
Takhar Province,1,0,0,,,2020-04-05
Zabul Province,3,0,0,,,2020-04-05
Badakhshan Province,1,0,0,,,2020-04-04
Badghis Province,1,0,0,,,2020-04-04
Baghlan Province,1,0,0,,,2020-04-04
Balkh Province,4,1,1,,,2020-04-04
Daykundi Province,3,0,0,,,2020-04-04
Farah Province,6,0,0,,,2020-04-04
Faryab Province,1,0,0,,,2020-04-04
Ghazni Province,3,0,0,,,2020-04-04
Ghor Province,3,0,0,,,2020-04-04
Herat Province,206,4,5,,,2020-04-04
Kabul Province,43,0,0,,,2020-04-04
Kandahar Province,3,0,0,,,2020-04-04
Kapisa Province,1,0,0,,,2020-04-04
Kunduz Province,1,0,0,,,2020-04-04
Logar Province,4,0,0,,,2020-04-04
Nangarhar Province,2,0,0,,,2020-04-04
Nimruz Province,6,0,0,,,2020-04-04
Paktia Province,1,0,0,,,2020-04-04
Samangan Province,6,0,0,,,2020-04-04
Sar-e Pol Province,1,0,0,,,2020-04-04
Zabul Province,2,0,0,,,2020-04-04
Badakhshan Province,1,0,0,,,2020-04-03
Badghis Province,1,0,0,,,2020-04-03
Baghlan Province,1,0,0,,,2020-04-03
Balkh Province,3,1,0,,,2020-04-03
Daykundi Province,3,0,0,,,2020-04-03
Farah Province,6,0,0,,,2020-04-03
Ghazni Province,2,0,0,,,2020-04-03
Ghor Province,3,0,0,,,2020-04-03
Herat Province,204,4,1,,,2020-04-03
Kabul Province,32,0,0,,,2020-04-03
Kandahar Province,3,0,0,,,2020-04-03
Kapisa Province,1,0,0,,,2020-04-03
Logar Province,3,0,0,,,2020-04-03
Nangarhar Province,2,0,0,,,2020-04-03
Nimruz Province,6,0,0,,,2020-04-03
Paktia Province,1,0,0,,,2020-04-03
Samangan Province,4,0,0,,,2020-04-03
Sar-e Pol Province,1,0,0,,,2020-04-03
Zabul Province,2,0,0,,,2020-04-03
Badakhshan Province,1,0,0,,,2020-04-01
Badghis Province,1,0,0,,,2020-04-01
Baghlan Province,1,0,0,,,2020-04-01
Balkh Province,3,1,0,,,2020-04-01
Daykundi Province,3,0,0,,,2020-04-01
Farah Province,6,0,0,,,2020-04-01
Ghazni Province,2,0,0,,,2020-04-01
Ghor Province,2,0,0,,,2020-04-01
Herat Province,184,4,1,,,2020-04-01
Kabul Province,23,0,0,,,2020-04-01
Kandahar Province,3,0,0,,,2020-04-01
Kapisa Province,1,0,0,,,2020-04-01
Logar Province,3,0,0,,,2020-04-01
Nangarhar Province,1,0,0,,,2020-04-01
Nimruz Province,5,0,0,,,2020-04-01
Paktia Province,1,0,0,,,2020-04-01
Samangan Province,4,0,0,,,2020-04-01
Sar-e Pol Province,1,0,0,,,2020-04-01
Zabul Province,2,0,0,,,2020-04-01
Badakhshan Province,1,0,0,,,2020-03-31
Badghis Province,1,0,0,,,2020-03-31
Baghlan Province,1,0,0,,,2020-03-31
Balkh Province,3,1,0,,,2020-03-31
Daykundi Province,2,0,0,,,2020-03-31
Farah Province,6,0,0,,,2020-03-31
Ghazni Province,2,0,0,,,2020-03-31
Ghor Province,2,0,0,,,2020-03-31
Herat Province,143,3,1,,,2020-03-31
Kabul Province,16,0,0,,,2020-03-31
Kandahar Province,3,0,0,,,2020-03-31
Kapisa Province,1,0,0,,,2020-03-31
Logar Province,3,0,0,,,2020-03-31
Nangarhar Province,1,0,0,,,2020-03-31
Nimruz Province,5,0,0,,,2020-03-31
Paktia Province,1,0,0,,,2020-03-31
Samangan Province,4,0,0,,,2020-03-31
Sar-e Pol Province,1,0,0,,,2020-03-31
Zabul Province,2,0,0,,,2020-03-31
Badghis Province,1,0,0,1,,2020-03-27
Balkh Province,2,1,0,1,,2020-03-27
Daykundi Province,1,0,0,1,,2020-03-27
Farah Province,5,0,0,5,,2020-03-27
Ghazni Province,1,0,0,1,,2020-03-27
Ghor Province,2,0,0,2,,2020-03-27
Herat Province,72,3,1,68,,2020-03-27
Kabul Province,7,0,0,7,,2020-03-27
Kandahar Province,1,0,0,1,,2020-03-27
Kapisa Province,1,0,0,1,,2020-03-27
Logar Province,3,0,0,3,,2020-03-27
Nimruz Province,3,0,0,3,,2020-03-27
Samangan Province,4,0,0,4,,2020-03-27
Zabul Province,2,0,0,2,,2020-03-27
Badghis Province,1,0,0,1,,2020-03-25
Balkh Province,2,1,0,1,,2020-03-25
Daykundi Province,1,0,0,1,,2020-03-25
Farah Province,2,0,0,2,,2020-03-25
Ghazni Province,1,0,0,1,,2020-03-25
Ghor Province,1,0,0,1,,2020-03-25
Herat Province,61,3,1,57,,2020-03-25
Kabul Province,7,0,0,7,,2020-03-25
Kandahar Province,1,0,0,1,,2020-03-25
Kapisa Province,1,0,0,1,,2020-03-25
Logar Province,3,0,0,3,,2020-03-25
Nimruz Province,3,0,0,3,,2020-03-25
Samangan Province,4,0,0,4,,2020-03-25
Zabul Province,2,0,0,2,,2020-03-25
Badghis Province,1,0,0,1,,2020-03-24
Balkh Province,2,1,0,1,,2020-03-24
Daykundi Province,1,0,0,1,,2020-03-24
Farah Province,2,0,0,2,,2020-03-24
Ghazni Province,1,0,0,1,,2020-03-24
Ghor Province,1,0,0,1,,2020-03-24
Herat Province,54,1,1,53,,2020-03-24
Kabul Province,2,0,0,2,,2020-03-24
Kandahar Province,1,0,0,1,,2020-03-24
Kapisa Province,1,0,0,1,,2020-03-24
Logar Province,2,0,0,2,,2020-03-24
Samangan Province,4,0,0,4,,2020-03-24
Zabul Province,2,0,0,2,,2020-03-24
Badghis Province,1,0,0,1,,2020-03-23
Balkh Province,2,1,0,1,,2020-03-23
Daykundi Province,1,0,0,1,,2020-03-23
Farah Province,2,0,0,2,,2020-03-23
Ghazni Province,1,0,0,1,,2020-03-23
Ghor Province,1,0,0,1,,2020-03-23
Herat Province,22,0,1,21,,2020-03-23
Kabul Province,2,0,0,2,,2020-03-23
Kandahar Province,1,0,0,1,,2020-03-23
Kapisa Province,1,0,0,1,,2020-03-23
Logar Province,2,0,0,2,,2020-03-23
Samangan Province,4,0,0,4,,2020-03-23
Zabul Province,2,0,0,2,,2020-03-23
Badghis Province,1,0,0,1,,2020-03-22
Balkh Province,2,1,0,1,,2020-03-22
Daykundi Province,1,0,0,1,,2020-03-22
Farah Province,2,0,0,2,,2020-03-22
Ghazni Province,1,0,0,1,,2020-03-22
Ghor Province,1,0,0,1,,2020-03-22
Herat Province,22,0,1,21,,2020-03-22
Kabul Province,2,0,0,2,,2020-03-22
Kandahar Province,1,0,0,1,,2020-03-22
Kapisa Province,1,0,0,1,,2020-03-22
Logar Province,1,0,0,1,,2020-03-22
Samangan Province,3,0,0,3,,2020-03-22
Zabul Province,2,0,0,2,,2020-03-22
